STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1997,,4241,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,7475.76010326,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,7437.656,,B,Time series break,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,5220.28,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,AUT,Austria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,5119,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1995,,5837.66,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,3058.061,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,2828.761,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,3080,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,2862,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,3080,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,2881,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,3011,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2014,,3192,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2013,,3135,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2012,,3364,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2011,,3732,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2010,,4094,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2009,,4449,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2008,,4486,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2007,,4172,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2006,,4387,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2005,,4502,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2004,,4619,,B,Time series break,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2003,,4690,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2002,,4715,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2001,,4773,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2000,,4998,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1999,,4910,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1998,,4880,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1997,,4808.79,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1995,,505.4521,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2022,,468.1393,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2021,,467.6942,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2020,,449.2869,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2019,,472.5936,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2018,,475.7093,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2017,,473.1688,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2016,,463.7644,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2015,,455.8874,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2014,,448.5275,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2013,,454.6626,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2012,,468.2066,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2011,,485.1139,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2010,,510.5917,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2009,,541.499,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2008,,550.5697,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2007,,578.1675,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2006,,590.8224,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2005,,588.2149,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2004,,600.7115,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2003,,646.2662,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2002,,637.4156,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2001,,652.8962,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2000,,653.5668,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1999,,606.1481,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1998,,557.5909,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1997,,553.6683,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2010,,379.4547,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2009,,404.9098,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2008,,414.9495,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2007,,398.7502,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2006,,383.681,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2005,,336.2718,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2004,,304.4743,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2000,,257.7877,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1997,,215.4362,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2022,,478.563,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2021,,455.4186,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2020,,418.2559,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2019,,445.6345,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2018,,432.6025,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2017,,416.154,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2016,,402.4005,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2015,,393.4529,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2014,,386.3189,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2013,,404.3434,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2012,,391.3245,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2009,,28.77456,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2008,,32.17725,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2007,,32.6059,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2006,,22.92238,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2005,,26.71114,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2004,,27.07048,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2003,,24.8323,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IDN,Indonesia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2002,,22.35765,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
